text,assistant
"Yes.","Let me just repeat your order for you. So you have a [ITEM_SIZE] half [ITEM_NAME], half classic [ITEM_NAME] with [ITEM_INGREDIENT] on the entire pizza. Then you have a garlic bread and another [ITEM_SIZE] with half [ITEM_NAME] and half [ITEM_NAME] with [ITEM_INGREDIENT] on both sides, correct?"
"Yes, that's it.","All right. That would be 57 50. Would you like to pay by card or by cash?"
"Pay by card. Now.","Okay. Can I have your card number, please?"
"Yeah. [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER].","And the expiry date and CVV, please?"
"[CREDIT_CARD_EXPIRATION] Expiry, please. [CREDIT_CARD_CVV] CVV.","Just a moment. While your payment is being processed... All right. All good. Thank you, [PERSON_NAME]. You'll be getting it in about 80 minutes."
"[PHONE_NUMBER] it. Pardon?","Sorry. [PHONE_NUMBER]."
"[PHONE_NUMBER] [PHONE_NUMBER].","Okay, just a moment. Is it for [PERSON_NAME]?"
"Yes.","It's [LOCATION]. [LOCATION]. [LOCATION] [LOCATION] [LOCATION], [LOCATION]. [LOCATION] [LOCATION]. Is that right? Sorry? Is that right?"
"Yes. All right.","What would you like to order?"
"Can I please have one large southwest chicken pizza with spaghetti on the base?","Okay, just a moment."
"Awesome. I can't hear us, so be quiet, please.","Okay, what else?"
"And can I please have another large pizza? Half. Can I please have half southwest chicken pizza with spaghetti on the base? And the other half? Can I please have Aussie with barbecue sauce.","Okay, just a moment. Barbecue sauce on top, right?"
"Yes. Thanks.","Okay, just a moment, please."
"A large sprite.","Okay. A [ITEM_SIZE] bottle of sprite. Right. All right. Anything else?"
"Thank you.","All right, let me repeat the order for you. So you have a [ITEM_SIZE] [ITEM_NAME] with [ITEM_INGREDIENT] on the base and then another [ITEM_SIZE] half [ITEM_NAME] with [ITEM_INGREDIENT] on the base and half [ITEM_NAME] with [ITEM_INGREDIENT] on top. And a [ITEM_SIZE] bottle of sprite. Correct."
"Thank you.","All right, just a moment, please."
"Dollars?","All right, that would be 53 30. Would you like to pay by card or by cash?"
"By cash. Thanks.","All right. It will be delivered to you in 80 minutes."
"Sorry? [PERSON_NAME].","[PERSON_NAME]. Yeah. And for how many people?"
"Eight people.","And for what time?"
"6:30, please.","Yes. And can I just grab a phone number for this one, please?"
"Yes. [PHONE_NUMBER].","[PHONE_NUMBER], [PHONE_NUMBER]. Yes. No worries. So for tomorrow, under [PERSON_NAME], eight people at 6:30 and the phone number [PHONE_NUMBER]?"
"That's correct. Thank you.","Yes, no worries. We'll see you tomorrow. Have a lovely night."
"Certainly. Is that for pickup or delivery?","Pickup order. Thanks."
"Can I get your phone number first, please?","[PHONE_NUMBER]. [PHONE_NUMBER]."
"Thank you. To confirm. Is that for [PERSON_NAME]?","It is, yes."
"Thank you. And would you like?","A small Aussie pizza, please."
"Would you like anything else?","No, that's all. Thank you."
"Thank you. That's $14 and it should be ready for you to pick up in 20 minutes.","Great. Thank you so much. Thanks. Bye."
"I'm picking up? Yep.","Okay. Can I get your phone number first, please?"
"[PHONE_NUMBER], [PHONE_NUMBER]. [PHONE_NUMBER], [PHONE_NUMBER], [PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER], [PHONE_NUMBER].","Thank you. Is that [PERSON_NAME]?"
"Correct.","Thank you. What would you like?"
"I'll just pass you to my daughter. She's ordering them for us.","That's fine."
"Hi. I was after three large pizzas.","One [ITEM_SIZE] [ITEM_NAME]. Okay. One [ITEM_SIZE] [ITEM_NAME] and then one half [ITEM_NAME] and half [ITEM_NAME]. And half [ITEM_NAME]. Would you like anything else?"
"How much will it be?","We've got a deal for two [ITEM_SIZE] pizzas, which is $41.50. And the third one is a normal $23. So the total is $64.50."
"Okay. Are they going to be big enough?","[PERSON_NAME] did want something. Garlic. If we get a garlic."
"Last time they threw in a garlic bread, but anyway. All right.","Would you like anything else?"
"Well, a garlic bread. Thanks.","A garlic bread as well. Okay, so that's a [ITEM_SIZE] [ITEM_NAME]. A [ITEM_SIZE] [ITEM_NAME], a [ITEM_SIZE] half [ITEM_NAME] and half [ITEM_NAME] and a serving of garlic bread. $71.50. It should be ready for you to pick up in 20 minutes."
"Sorry. Last time we bought some, they actually threw in a garlic bread. But that won't happen again, right?","Unless it's in the meal deal, I'm afraid not. Okay. [ITEM_SIZE] [ITEM_NAME], [ITEM_SIZE] [ITEM_NAME], [ITEM_SIZE] half [ITEM_NAME] and half [ITEM_NAME] and a serving of garlic bread. $71.50. It should be ready for you to pick up in 20 minutes."
"[PHONE_NUMBER], [PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER].","[PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER]."
"Yes, thank you.","Is that for [PERSON_NAME]?"
"It is, yes.","And it's [LOCATION] [LOCATION] [LOCATION] [LOCATION] [LOCATION]."
"That's right.","Thank you. And what would you like?"
"Can I have a large vegetarian pizza with pepperoni?","Okay."
"And can I have a large Mexican but not too spicy.","Okay."
"And also a carbonara, main menu size carbonara, fettuccine carbonara.","Okay."
"And a garlic bread, please.","Anything else?"
"No, that's all, thank you.","All right, I've got your order for you. You've got a [ITEM_SIZE] vegetarian with added pepperoni, a [ITEM_SIZE] Mexicana which you'd like not too spicy, a main menu size fettuccine carbonara and a serving of garlic bread."
"Yes, thank you.","Thank you. That's seventy four ninety. Would you like to pay by cash or card?"
"Card. Thank you.","Card. I'll just take some details off you if I can, please. Starting with the card number."
"Okay. [CREDIT_CARD_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER] [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER].","Okay."
"[CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER] [CREDIT_CARD_NUMBER].","Thank you. The expiration date, please."
"[CREDIT_CARD_CVV] [CREDIT_CARD_CVV] [CREDIT_CARD_CVV].","And the CVV, please."
"[CREDIT_CARD_CVV] [CREDIT_CARD_CVV] [CREDIT_CARD_CVV].","Thank you. If you just bear with me, please while the payment's processing."
"Sure.","Thank you. Perfect. That's done. Seventy four ninety and it should be delivered to you in an hour's time."
"My phone number is [PHONE_NUMBER].","Thank you. Let me have a look. One moment. And that's for [PERSON_NAME] at [LOCATION]?"
"That's correct.","Okay. Delivery is around 1 hour wait time. Are you going to be okay with that?"
"An hour? Yeah, that's fine.","All right. Welcome. Alright, [PERSON_NAME], let's begin. What would you like to order?"
"Could I get one large pizza, half Aussie, half Margherita.","Okay, one [ITEM_SIZE] pizza, half [ITEM_NAME] and half [ITEM_NAME]. Anything else?"
"And one medium country special.","Just to advise you, right now we are running a deal of two [ITEM_SIZE] pizzas for $41.50. Did you want to get a second one [ITEM_SIZE] as well?"
"Yeah, not a problem.","Okay, so that's going to be a [ITEM_SIZE] [ITEM_NAME]. That totals up to $46.55 including the delivery charge. Would you like to pay over the phone now, or will it be cash?"
"Pay now, yes please.","Wonderful. Let's do that. Can I have the long card number, please?"
"Yes, it's [CREDIT_CARD_NUMBER].","Thank you. And the expiry date, please?"
"The expiry date is [CREDIT_CARD_EXPIRATION].","And the security code, please?"
"The security code is [CREDIT_CARD_CVV].","Okay, let's have a look. Running that through now. Bear with me one moment."
"Is there an issue with the payment?","It's still processing. Normally it shouldn't take that long. I'm on the back end of the store. Maybe I should transfer you to the front end so we don't risk a double charge. What do you say?"
"Are you able to cancel it on that machine and then transfer me?","Yes, I'll cancel it. Give me one second. Alright, I've canceled it. I'll put that down as for cash, at least the order will start processing, and I'll transfer you now."
"Okay, perfect. Thank you.","Just mention to the front end to take the payment because I've had no issues so far, but I just want to make sure this goes through properly."
"Hi, I was just talking to the fellow who was on the phone at the back. He tried to take payment over the phone, but it was just loading the whole time. So he's cancelled that and put it through as cash. He told me to give you guys payment over the phone. The order name is [PERSON_NAME].","Let's see if it works through here. I'll just grab your card number if I could."
"Sure, it's [CREDIT_CARD_NUMBER].","And the expiry date?"
"The expiry date is [CREDIT_CARD_EXPIRATION].","And the CCV?"
"The CCV is [CREDIT_CARD_CVV].","Awesome. And this was just under [PERSON_NAME] at [LOCATION]?"
"Yes, that's correct.","Perfect. Let's see if this works. Perfect. So that one is all paid for."
"Cool. Will I get a receipt? Will that change the order? Because I got a text saying that the order is cash only or something like that.","No, we'll just tell the driver that you've paid and that should be fine."
"Thank you. Thank you.","Hi, Tanning country, [PERSON_NAME] speaking."
"Yes, is this [LOCATION] [LOCATION]?","Yes, it is."
"Are you the manager?","I'm not the manager, no."
"Can I speak to the manager or you might be able to help me. Yeah, my wife, [PERSON_NAME] [PERSON_NAME], put an order in and the lady on the phone didn't seem to understand the order.","So just for clarification, you're referring to [PERSON_NAME]?"
"Yeah, that's so.","I'll just read what she's got down. So a [ITEM_SIZE] [ITEM_NAME] with a barbecue sauce base, no tomato sauce base and no egg. A [ITEM_SIZE] spaghetti with [ITEM_INGREDIENT] on top and the [ITEM_SIZE] barbecue chicken."
"And that spaghetti has got to have no bolognaise. It's got to have a tomato paste on top.","That's right. I'll just let the kitchen know. [PERSON_NAME], is that all good with the order other than the issue you mentioned?"
"Yeah, because I had a problem with it last time and they put bolognaise and I don't eat it.","So we can just put like Napolitana sauce on top?"
"No, just the pizza based tomato sauce.","Yeah, no worries. We can do that for you. That one should not be too far away for you."
"Can I get a medium half country special and half meat or barbecue meat lovers with meatballs.","Anything else?"
"No, that's it.","Okay, that's one [ITEM_SIZE] half [ITEM_NAME] and half [ITEM_NAME] with [ITEM_INGREDIENT]? That's $20 and you can come and pick that up in 20 minutes."
"Yes, that's it.","Wonderful. Thank you."
"I might go the pizza and pasta and garlic bread. One.","Okay, would you like to pick up or is this for delivery?"
"Delivery, please.","Can I please have your phone number?"
"My phone number is [PHONE_NUMBER].","For [PERSON_NAME], that's 107 because he borrowed one pound, correct?"
"That's correct.","What would you like to order?"
"I could have a large Hawaiian pizza.","All right, one [ITEM_SIZE] [ITEM_NAME] pizza. And what else would you like?"
"And a large polo al crema pasta, please. With penne.","Okay, one [ITEM_SIZE] polo al crema with [ITEM_INGREDIENT], anything else?"
"Yes, garlic bread.","A garlic bread. Your total will be 50.90. Would you like to pay by card or by cash?"
"Card details.","Sure, can I have your card number, please?"
"My card number is [CREDIT_CARD_NUMBER].","Please hold on a moment while your payment is being processed."
"Was it [PERSON_NAME]? Customer named [PERSON_NAME] [PERSON_NAME] just called me and told me to inform the store to go ahead and prepare that.","Sorry, could you repeat the name for the order again?"
"Yeah, customer name [PERSON_NAME] [PERSON_NAME] [PERSON_NAME] [PERSON_NAME]. Yeah. [PERSON_NAME] [PERSON_NAME]. [PERSON_NAME] first name, second name [PERSON_NAME], I think. Something like that.","Yep. And we have been told to still do that one."
"Yes. I just got a message from [PERSON_NAME] saying that we have to make that. Because before he messaged this information to us, the stores closed. Just a minute before that, I took this order. I wasn't briefed on time, so I had to take this order. You see what I'm saying?","So we still got to do it."
"Yeah, you got to process that. For the request of this customer, he should be there shortly. Just before nine. He'll be there. All right.","Yep. Thank you."
"Thank you. And your name, please? Your name?","[PERSON_NAME]."
"[PERSON_NAME]. Lovely meeting you. Name's [PERSON_NAME]. Myself. Okay.","Yeah, you too. Thank you. Bye."
"[PHONE_NUMBER] [PERSON_NAME] will pick it up.","Thank you. What would you like?"
"A large Mexicana. No, hot chili.","Okay."
"And minimal ham. And with pineapple on it, please.","And with pineapple."
"And a bit of extra tomato sauce. You can do that as well, please.","Okay."
"That's all.","And you'd like minimum ham, did you say?"
"Yeah, just half the quantity. We don't like a lot of the ham on it.","Would you like anything else?"
"No, that's all. Thank you.","Thank you. That's a [ITEM_SIZE] [ITEM_NAME] with hot chilies removed, a bit of extra [ITEM_INGREDIENT] on the top, added pineapple, and half the amount of ham."
"Yeah. Thank you.","Thank you. That's $24. It will be ready for you to pick up in 20 minutes."
"Good. Thank you.","Thank you."
"We'd like a town special.","For pickup or for delivery?"
"Pick it up.","Okay. Just a moment, please. Can I have your phone number?"
"[PHONE_NUMBER], [PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER] [PHONE_NUMBER].","Okay, just a moment. Is it for [PERSON_NAME]?"
